,ID,lat,lon,start_date,incident name,fully_contained,geographic_area,size,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,rain,weather,weather_description
167,19598,36.821,-93.046,2023-04-04 00:00:00,Devreaux,False,EACC,2026.0,298.67,298.66,1001,53,288.39,0,4.02,0.0,Clear,clear sky
168,19599,35.167,-84.424,2023-04-13 00:00:00,Powerhouse,False,SAC,100.0,298.05,297.59,1017,38,282.77,0,1.57,0.0,Clear,clear sky
169,19600,40.54,-95.866,2023-04-13 00:00:00,Jones_Creek,False,EACC,3200.0,302.23,300.88,1008,26,280.79,0,10.29,0.0,Clear,clear sky
170,19601,41.158,-75.846,2023-04-13 00:00:00,Crystal_Lake,False,EACC,4376.0,294.99,294.35,1010,43,281.87,2,2.86,0.0,Clear,clear sky
171,19602,37.867,-90.94,2023-04-14 00:00:00,Jinkerson,True,EACC,463.0,296.34,295.58,1008,33,279.2,50,2.64,0.0,Clouds,scattered clouds
172,19603,36.967,-92.933,2023-04-14 00:00:00,Keltner,False,EACC,115.0,295.19,294.39,1007,36,279.44,100,2.92,0.0,Clouds,overcast clouds
173,19604,36.749,-92.073,2023-04-14 00:00:00,Union_Road,False,EACC,120.0,295.27,294.63,1008,42,281.77,99,1.35,0.0,Clouds,overcast clouds
174,19605,37.959,-101.487,2023-04-10 00:00:00,Armstrong,True,RMC,1000.0,295.93,294.68,1017,16,269.32,87,4.09,0.0,Clouds,overcast clouds
175,19606,38.826,-96.298,2023-04-11 00:00:00,Wagstaff,True,RMC,2000.0,293.92,293.02,1020,37,278.72,1,4.37,0.0,Clear,clear sky
176,19607,37.367,-104.819,2023-04-13 00:00:00,Trujillo_Creek,False,RMC,118.0,292.57,291.4,1004,32,275.47,52,3.73,0.0,Clouds,broken clouds
177,19609,36.1,-95.006,2023-04-12 00:00:00,KINGFISHER_HOLLOW,False,SAC,220.0,295.52,294.52,1022,27,275.63,0,2.57,0.0,Clear,clear sky
178,19610,35.966,-94.667,2023-04-13 00:00:00,Baron_Fork,False,SAC,437.0,296.37,295.9,1014,44,283.45,0,2.35,0.0,Clear,clear sky
179,19611,37.273,-84.166,2023-04-14 00:00:00,Hazel_Patch,True,SAC,125.0,298.18,297.57,1010,32,280.35,98,1.4,0.0,Clouds,overcast clouds
180,19612,37.82,-82.43,2023-04-14 00:00:00,Cave_Road,False,SAC,270.0,298.62,297.77,1012,21,274.72,0,0.0,0.0,Clear,clear sky
181,19613,36.109,-95.059,2023-04-14 00:00:00,BLACKSMITH_HOLLOW,False,SAC,1214.0,296.67,296.23,1006,44,283.72,7,2.52,0.0,Clear,clear sky
182,19614,36.773,-103.7,2023-04-13 00:00:00,EAST_413,True,SWC,749.0,298.61,297.52,1002,12,267.83,30,7.39,0.0,Clouds,scattered clouds
183,19615,42.652,-73.366,2023-04-12 00:00:00,Richmond_Railroad,True,EACC,241.0,291.49,290.37,1011,38,276.94,97,3.55,0.0,Clouds,overcast clouds
184,19616,42.699,-77.582,2023-04-14 00:00:00,Canadice_Lake,True,EACC,100.0,294.57,293.76,1011,38,279.68,0,2.06,0.0,Clear,clear sky
185,19617,41.402,-74.621,2023-04-15 00:00:00,Shinhollow,True,EACC,300.0,299.18,299.18,1009,37,283.37,99,3.72,0.0,Clouds,overcast clouds
186,19620,38.921,-96.846,2023-04-10 00:00:00,Otter_Creek,True,RMC,700.0,297.26,296.27,1020,21,273.59,75,4.12,0.0,Clouds,broken clouds
187,19621,38.857,-96.373,2023-04-10 00:00:00,North_Pole,True,RMC,600.0,295.4,294.31,1020,24,273.88,91,3.17,0.0,Clouds,overcast clouds
188,19622,39.681,-97.928,2023-04-12 00:00:00,Jamestown_Marsh_N,True,RMC,680.0,300.9,299.98,1014,28,280.75,0,6.75,0.0,Clear,clear sky
189,19624,35.803,-94.923,2023-04-16 00:00:00,Rocky_Top,False,SAC,230.0,285.94,284.68,1016,54,276.87,100,6.69,0.0,Clouds,overcast clouds
190,19626,34.395,-94.649,2023-04-17 00:00:00,Buffalo,True,SAC,363.0,292.51,291.21,1020,27,273.07,0,3.15,0.0,Clear,clear sky
191,19627,35.726,-97.352,2023-04-17 00:00:00,Waterloo_Road,False,SAC,350.0,292.57,291.14,1020,22,270.65,0,3.6,0.0,Clear,clear sky
192,19628,35.55,-96.089,2023-04-17 00:00:00,Salt_Creek,False,SAC,1000.0,292.29,290.68,1020,16,266.7,0,4.63,0.0,Clear,clear sky
193,19629,47.88,-95.245,2023-04-17 00:00:00,RL_009_CB,True,EACC,658.0,277.04,272.37,1015,59,270.16,94,6.65,0.0,Clouds,overcast clouds
194,19630,41.867,-99.933,2023-04-18 00:00:00,Cooksley,True,RMC,40000.0,294.59,293.47,1005,26,274.31,33,4.7,0.0,Clouds,scattered clouds
195,19632,38.877,-96.492,2023-04-18 00:00:00,Cedar_Bluff,True,RMC,350.0,297.05,296.2,1006,27,276.93,0,2.62,0.0,Clear,clear sky
196,19633,39.694,-96.473,2023-04-19 00:00:00,Mariadahl,True,RMC,300.0,300.33,299.99,1000,37,284.39,95,6.41,0.0,Clouds,overcast clouds
197,19634,36.47,-96.122,2023-04-15 00:00:00,BULLYS,True,SAC,426.0,300.35,300.63,1002,48,288.39,65,6.3,0.0,Clouds,broken clouds
198,19635,35.782,-87.865,2023-04-15 00:00:00,Crooked_Creek_Road,True,SAC,101.0,293.11,292.81,1010,63,285.86,6,2.69,0.0,Clear,clear sky
199,19636,36.254,-96.015,2023-04-17 00:00:00,182,False,SAC,215.0,291.89,290.37,1020,21,269.59,0,5.66,0.0,Clear,clear sky
200,19640,36.07,-92.589,2023-04-19 00:00:00,Saltpeter,False,SAC,170.0,297.61,296.95,1010,32,279.86,57,4.13,0.0,Clouds,broken clouds
201,19642,38.283,-83.046,2023-04-19 00:00:00,Aden_Road,True,SAC,128.0,290.95,289.99,1020,46,279.19,12,3.03,0.0,Clouds,few clouds
202,19644,47.88,-95.245,2023-04-17 00:00:00,RL_009_CB,True,EACC,658.0,277.04,272.37,1015,59,270.16,94,6.65,0.0,Clouds,overcast clouds
203,19647,41.867,-99.933,2023-04-18 00:00:00,Cooksley,True,RMC,40000.0,294.59,293.47,1005,26,274.31,33,4.7,0.0,Clouds,scattered clouds
204,19648,38.877,-96.492,2023-04-18 00:00:00,Cedar_Bluff,True,RMC,350.0,297.05,296.2,1006,27,276.93,0,2.62,0.0,Clear,clear sky
205,19649,39.694,-96.473,2023-04-19 00:00:00,Mariadahl,True,RMC,300.0,300.33,299.99,1000,37,284.39,95,6.41,0.0,Clouds,overcast clouds
206,19651,30.983,-94.45,2023-04-17 00:00:00,Sandy_Creek,True,SAC,141.0,294.77,294.06,1022,41,280.97,0,2.14,0.0,Clear,clear sky
207,19652,30.962,-87.633,2023-04-18 00:00:00,BALDWIN__FIRE,True,SAC,205.0,294.31,293.55,1016,41,280.55,0,2.07,0.0,Clear,clear sky
208,19654,34.778,-96.184,2023-04-20 00:00:00,Tower_Ridge_Road_Fire,True,SAC,254.0,298.05,298.53,1006,74,293.1,99,7.49,0.0,Clouds,overcast clouds
209,19659,36.128,-95.3,2023-04-18 00:00:00,South_Fork,True,SAC,622.0,297.46,296.73,1011,30,278.79,77,4.3,0.0,Clouds,broken clouds
210,19660,37.278,-82.69,2023-04-19 00:00:00,Rockhouse_Fork,True,SAC,730.0,293.31,292.56,1014,45,281.01,27,1.98,0.0,Clouds,scattered clouds
211,19661,27.373,-82.2,2023-04-19 00:00:00,OGLEBEE_CREEK,True,SAC,191.0,297.28,297.03,1015,49,285.91,0,1.89,0.0,Clear,clear sky
212,19662,37.774,-83.686,2023-04-19 00:00:00,Natural_Bridge,True,SAC,125.0,292.68,291.92,1014,47,281.08,37,1.19,0.0,Clouds,scattered clouds
213,19663,36.536,-96.52,2023-04-18 00:00:00,THIRD_GOAT,True,SAC,577.0,299.06,298.31,1008,23,276.36,83,5.67,0.0,Clouds,broken clouds
214,19665,39.68,-74.359,2023-04-15 00:00:00,Log_Swamp,False,EACC,1609.0,289.42,289.17,1010,79,285.78,96,2.24,0.0,Clouds,overcast clouds
215,19666,42.363,-71.661,2023-04-15 00:00:00,Mt_Pisgah,True,EACC,115.0,291.12,290.43,1011,56,282.22,87,3.34,0.0,Clouds,overcast clouds
216,19667,39.608,-74.553,2023-04-20 00:00:00,River_Road_-_A,True,EACC,257.0,286.63,285.34,1019,50,276.42,0,4.63,0.0,Clear,clear sky
217,19670,39.111,-99.195,2023-04-13 00:00:00,Codell_Road,False,RMC,525.0,302.07,301.01,1004,31,283.26,0,9.44,0.0,Clear,clear sky
218,19671,42.117,-96.299,2023-04-16 00:00:00,NE-WIA-000001,True,RMC,605.0,278.95,274.45,1017,71,274.11,98,7.71,0.0,Clouds,overcast clouds
219,19672,40.117,-97.063,2023-04-12 00:00:00,Rock_Creek,True,RMC,1800.0,301.23,300.17,1014,27,280.5,0,7.08,0.0,Clear,clear sky
220,19673,39.828,-97.297,2023-04-13 00:00:00,Haddam,True,RMC,500.0,302.42,300.95,1005,24,279.79,6,7.93,0.0,Clear,clear sky
221,19680,36.446,-96.124,2023-04-24 00:00:00,DRY_HOLLOW,True,SAC,450.0,289.93,288.34,1014,26,270.66,0,1.53,0.0,Clear,clear sky
222,19681,30.387,-88.11,2023-04-19 00:00:00,Mobile_Fire,True,SAC,520.0,293.24,292.69,1017,53,283.37,100,2.03,0.0,Clouds,overcast clouds
223,19682,37.432,-83.248,2023-04-21 00:00:00,Hardshell_Caney,True,SAC,105.0,298.96,298.07,1018,18,272.9,0,3.26,0.0,Clear,clear sky
224,19683,35.809,-95.817,2023-04-22 00:00:00,Highline_2_Fire,True,SAC,332.0,292.71,291.3,1015,22,270.75,0,2.06,0.0,Clear,clear sky
225,19684,40.807,-78.194,2023-04-20 00:00:00,Pool_Hollow,True,EACC,1542.0,285.94,284.66,1018,53,276.61,0,1.88,0.0,Clear,clear sky
226,19685,38.651,-82.344,2023-04-19 00:00:00,Crown_City,True,EACC,274.0,290.19,288.92,1014,37,275.41,0,3.13,0.0,Clear,clear sky
227,19686,42.38,-71.518,2023-04-19 00:00:00,Queens_River,True,EACC,576.0,282.66,282.42,1010,60,275.29,83,1.34,0.0,Clouds,broken clouds
228,19687,42.492,-71.652,2023-04-21 00:00:00,Delta_Range,True,EACC,215.0,284.97,283.36,1028,44,273.13,0,2.57,0.0,Clear,clear sky
229,19688,36.04,-105.165,2023-04-23 00:00:00,100_Mile_Pasture,True,SWC,464.0,281.48,278.81,1013,42,269.77,82,4.62,0.0,Clouds,broken clouds
230,19689,38.293,-103.143,2023-04-19 00:00:00,County_Road_19,True,RMC,365.0,301.65,300.18,992,5,259.94,0,8.24,0.0,Clear,clear sky
231,19690,39.211,-96.673,2023-03-15 00:00:00,Hidden_Valley,True,RMC,400.0,284.72,282.95,1019,39,271.47,0,7.72,0.0,Clear,clear sky
232,19691,39.57,-96.589,2023-04-16 00:00:00,Blue_River,True,RMC,650.0,282.9,279.52,1017,54,274.05,55,7.91,0.0,Clouds,broken clouds
233,19692,40.211,-109.859,2023-04-23 00:00:00,Red_Bridge,True,GBC,465.0,282.65,280.84,1015,43,270.99,68,3.39,0.0,Clouds,broken clouds
234,19696,31.428,-102.556,2023-04-30 00:00:00,Sand_Dunes,True,SAC,347.0,300.34,299.22,1014,14,270.86,0,2.99,0.0,Clear,clear sky
235,19697,33.196,-89.651,2023-05-02 00:00:00,Co_Rd_3221,True,SAC,125.0,292.74,291.93,1010,45,280.5,0,2.14,0.0,Clear,clear sky
236,19698,30.414,-81.97,2023-04-20 00:00:00,COUNTY_ROAD_121,True,SAC,1053.0,295.67,295.52,1020,59,287.26,98,2.51,0.0,Clouds,overcast clouds
237,19699,36.754,-96.021,2023-04-24 00:00:00,RADAR_HILL,True,SAC,425.0,289.16,287.47,1021,25,269.61,0,2.57,0.0,Clear,clear sky
238,19700,35.023,-96.582,2023-04-18 00:00:00,SWINE,True,SAC,1364.0,296.99,296.32,1011,34,280.2,2,5.6,0.0,Clear,clear sky
239,19701,36.114,-95.042,2023-04-23 00:00:00,Aggie_Flats,True,SAC,105.0,284.22,282.56,1020,45,272.8,98,2.0,0.0,Clouds,overcast clouds
240,19702,36.03,-94.742,2023-04-23 00:00:00,Grey_Squirrel_Hollow,True,SAC,250.0,284.42,282.78,1020,45,272.96,99,2.32,0.0,Clouds,overcast clouds
241,19703,36.116,-95.075,2023-04-24 00:00:00,North_Side,True,SAC,240.0,287.84,286.25,1020,34,272.27,0,1.43,0.0,Clear,clear sky
242,19704,26.954,-81.112,2023-04-24 00:00:00,CURRY_ISLAND,True,SAC,400.0,300.51,301.87,1012,62,292.59,33,3.96,0.0,Clouds,scattered clouds
243,19709,38.635,-79.368,2023-04-19 00:00:00,Lankey_Mountain,True,EACC,1370.0,287.34,285.57,1011,29,269.98,0,4.34,0.0,Clear,clear sky
244,19712,35.84,-104.798,2023-05-01 00:00:00,Marsh,True,SWC,1678.0,294.49,292.99,1009,12,264.96,0,6.44,0.0,Clear,clear sky
245,19713,34.207,-107.526,2023-04-20 00:00:00,ANTELOPE_FLATS,True,SWC,939.0,290.73,288.88,1006,13,263.22,0,10.44,0.0,Clear,clear sky
246,19715,38.099,-103.081,2023-04-19 00:00:00,Gageby_Creek,True,RMC,4618.0,302.37,300.75,993,6,262.42,0,8.26,0.0,Clear,clear sky
247,19720,47.158,-95.928,2023-05-03 00:00:00,Hwy_59,True,EACC,437.0,288.72,287.01,1014,26,269.74,0,7.2,0.0,Clear,clear sky
248,19721,48.461,-95.819,2023-05-03 00:00:00,SE_Thief,True,EACC,1702.0,289.6,288.03,1014,28,271.3,7,3.17,0.0,Clear,clear sky
249,19722,44.869,-96.387,2023-05-01 00:00:00,Pearson,True,EACC,390.0,284.75,283.25,1012,49,274.41,75,11.83,0.0,Clouds,broken clouds
250,19723,33.297,-105.301,2023-05-03 00:00:00,PARK,True,SWC,1200.0,294.13,293.07,1010,30,275.91,90,0.92,0.0,Clouds,overcast clouds
251,19724,35.469,-104.9,2023-05-04 00:00:00,Big_Tank,True,SWC,1181.0,295.72,294.69,1005,25,274.72,98,6.2,0.25,Rain,light rain
252,19725,41.882,-100.404,2023-05-04 00:00:00,Natick,True,RMC,1849.0,297.68,296.84,1009,25,276.38,0,7.2,0.0,Clear,clear sky
253,19727,35.055,-76.612,2023-05-06 00:00:00,Nursery_Lane,True,SAC,455.0,290.93,290.75,1022,76,286.65,45,2.15,0.0,Clouds,scattered clouds
254,19728,35.094,-79.635,2023-05-07 00:00:00,NC-NCS-230023,True,SAC,444.0,295.68,295.27,1021,49,284.44,0,2.06,0.0,Clear,clear sky
255,19731,29.105,-81.102,2023-05-03 00:00:00,ORANGE_HAMMOCK,False,SAC,562.0,298.55,298.37,1009,47,286.43,40,7.72,0.0,Clouds,scattered clouds
256,19732,48.427,-95.969,2023-04-30 00:00:00,Berg,False,EACC,1728.0,281.29,278.69,1012,68,275.75,49,4.37,0.56,Rain,light rain
257,19738,47.943,-96.578,2023-05-05 00:00:00,Euclid,True,EACC,450.0,294.04,292.92,1009,28,274.87,0,5.66,0.0,Clear,clear sky
258,19739,31.453,-109.042,2023-05-09 00:00:00,COWBOY,False,SWC,350.0,300.17,299.0,1008,8,264.22,0,3.75,0.0,Clear,clear sky
259,19745,36.481,-103.913,2023-05-10 00:00:00,Lower_Garret_Dam,True,SWC,343.0,299.78,299.78,1004,8,263.96,98,7.69,0.0,Clouds,overcast clouds
260,19758,33.797,-107.355,2023-05-08 00:00:00,ROSEDALE,True,SWC,505.0,298.29,297.12,1010,10,265.5,0,6.19,0.0,Clear,clear sky
261,19765,41.014,-74.285,2023-05-14 00:00:00,Cannon_Ball_2,True,EACC,107.0,296.82,296.0,1016,29,277.75,0,0.0,0.0,Clear,clear sky
262,19772,40.788,-76.206,2023-05-14 00:00:00,Morea_Road,True,EACC,133.0,292.65,292.25,1015,61,284.94,0,0.45,0.0,Clear,clear sky
263,19784,32.858,-104.668,2023-05-18 00:00:00,82,True,SWC,1252.0,296.74,295.83,1012,26,276.14,0,5.14,0.0,Clear,clear sky
264,19801,25.93,-81.035,2023-05-02 00:00:00,Sandy,False,SAC,19814.0,299.0,299.44,1012,69,292.88,3,6.07,0.0,Clear,clear sky
265,19802,35.777,-105.266,2023-05-10 00:00:00,Las_Tusas,True,SWC,978.0,296.2,294.77,1017,8,261.56,0,9.77,0.0,Clear,clear sky
266,19803,33.806,-112.8,2023-05-11 00:00:00,Cloud,False,SWC,871.0,297.07,295.91,1010,15,269.37,1,2.41,0.0,Clear,clear sky
267,19805,42.483,-70.995,2023-05-17 00:00:00,Mount_Moriah,False,EACC,190.0,295.99,295.06,997,28,276.54,0,9.26,0.0,Clear,clear sky
268,19807,45.572,-120.394,2023-05-19 00:00:00,RATTLESNAKE_0123_RV,True,NWCC,320.0,305.27,304.77,1010,35,287.89,72,3.0,0.0,Clouds,broken clouds
269,19810,42.803,-115.357,2023-05-21 00:00:00,Grindstone,True,GBC,3146.0,306.0,303.63,1011,12,272.91,1,2.36,0.0,Clear,clear sky
270,19832,45.834,-119.743,2023-05-21 00:00:00,TOWER_ROAD,False,NWCC,2750.0,310.23,310.2,1008,27,288.13,90,2.99,0.0,Clouds,overcast clouds
271,19833,42.501,-71.006,2023-05-12 00:00:00,Deep_Woods_Trail,True,EACC,135.0,291.71,290.93,1019,50,281.1,0,3.6,0.0,Clear,clear sky
272,19834,63.981,-145.349,2023-05-20 00:00:00,Barley_Way,False,ACC,310.0,295.8,294.72,1008,23,273.63,75,2.06,0.0,Clouds,broken clouds
273,19851,35.04,-79.233,2023-05-23 00:00:00,Vass_Road_#2,True,SAC,190.0,297.58,297.36,1018,49,286.18,91,3.65,0.0,Clouds,overcast clouds
274,19856,43.248,-116.053,2023-05-30 00:00:00,ORCHARD,True,GBC,380.0,301.78,300.67,1006,29,282.02,39,1.42,0.0,Clouds,scattered clouds
275,19862,44.511,-85.389,2023-05-28 00:00:00,Fife_Lake_Outlet,True,EACC,136.0,293.06,291.94,1024,32,275.89,88,2.8,0.0,Clouds,overcast clouds
276,19864,47.414,-120.22,2023-05-28 00:00:00,TENTH_STREET,True,NWCC,342.0,298.81,298.21,1009,30,279.96,40,4.63,0.26,Rain,light rain
277,19866,44.191,-122.139,2023-05-31 00:00:00,W_-_470,False,NWCC,150.0,292.31,291.64,1013,52,282.23,10,2.76,0.0,Clear,clear sky
278,19882,39.606,-74.935,2023-05-29 00:00:00,Box_Turtle,True,EACC,100.0,294.32,294.01,1016,58,285.74,79,2.54,0.0,Clouds,broken clouds
279,19886,43.933,-123.517,2023-05-30 00:00:00,7K,False,NWCC,353.0,295.12,294.81,1012,55,285.68,0,4.15,0.0,Clear,clear sky
280,19889,34.86,-77.051,2023-04-21 00:00:00,GREAT_LAKES,False,SAC,32156.0,294.53,294.32,1021,61,286.71,0,3.6,0.0,Other,other
281,19893,44.432,-83.573,2023-06-03 00:00:00,Oats,False,EACC,300.0,295.04,294.22,1018,36,279.31,0,2.57,0.0,Clear,clear sky
282,19895,44.635,-84.614,2023-06-03 00:00:00,Wilderness_Trail,True,EACC,2410.0,302.62,301.3,1018,28,282.22,0,6.17,0.0,Clear,clear sky
283,19896,39.635,-74.446,2023-05-31 00:00:00,Allen_Road,True,EACC,5000.0,286.85,286.31,1022,78,283.09,0,4.3,0.0,Clear,clear sky
284,19897,33.642,-111.552,2023-06-04 00:00:00,Bullet,False,SWC,3355.0,307.61,305.01,1005,10,271.79,2,1.79,0.0,Clear,clear sky
285,19902,43.06,-121.469,2023-05-25 00:00:00,Dillon_Creek,True,NWCC,3119.0,294.88,293.94,1007,32,277.48,88,2.4,0.0,Clouds,overcast clouds
286,19905,34.178,-89.393,2023-06-05 00:00:00,CR_428_and_Hwy_331,True,SAC,270.0,304.04,311.04,1009,74,298.86,31,1.41,0.0,Clouds,scattered clouds
287,19911,46.71,-120.653,2023-06-07 00:00:00,OLD_NACHES,True,NWCC,645.0,304.95,302.77,1007,15,275.15,0,3.6,0.0,Clear,clear sky
288,19912,40.742,-77.064,2023-06-04 00:00:00,Game_Refuge_Trail,True,EACC,163.0,293.32,293.56,1016,83,290.34,75,3.6,0.0,Clouds,broken clouds
289,19913,29.23,-81.689,2023-05-08 00:00:00,Major,True,SAC,4952.0,297.44,297.44,1020,58,288.66,5,3.1,0.0,Clear,clear sky
290,19914,43.226,-116.135,2023-06-07 00:00:00,OTR_1,True,GBC,500.0,303.67,302.67,1004,33,285.59,97,2.01,0.0,Clouds,overcast clouds
291,19932,34.572,-110.969,2023-05-24 00:00:00,Willow,True,SWC,1354.0,295.8,294.83,1011,27,275.87,19,4.01,0.27,Rain,light rain
292,19933,46.73,-119.335,2023-06-06 00:00:00,SADDLE_MOUNTAIN,True,NWCC,619.0,306.67,304.2,1010,11,272.31,0,2.95,0.0,Clear,clear sky
293,19935,34.511,-88.159,2023-06-08 00:00:00,County_Road_68_Belmont,True,SAC,120.0,303.18,302.45,1006,36,286.49,36,1.79,0.0,Clouds,scattered clouds
294,19945,39.833,-74.9,2023-06-12 00:00:00,Buzby_Boggs,True,EACC,700.0,299.81,299.81,1009,52,289.15,0,2.06,0.0,Clear,clear sky
295,19946,39.927,-74.473,2023-06-12 00:00:00,City_Line,True,EACC,850.0,299.09,298.94,1009,46,286.59,0,5.66,0.0,Clear,clear sky
296,19948,35.117,-111.955,2023-06-01 00:00:00,Volunteer,False,SWC,2675.0,291.23,289.69,1006,23,270.18,46,4.73,0.0,Clouds,scattered clouds
297,19965,29.085,-81.246,2023-06-14 00:00:00,CLARK_BAY_CONSERVATION,True,SAC,126.0,304.26,305.75,1013,49,292.29,0,3.09,0.0,Clear,clear sky
298,19973,38.88,-78.761,2023-06-11 00:00:00,Falls_Ridge,False,SAC,270.0,296.68,296.32,1010,47,284.73,33,1.1,0.0,Clouds,scattered clouds
299,19977,45.908,-119.153,2023-06-14 00:00:00,Hat_Rock,True,NWCC,16816.0,300.58,299.89,1007,31,281.97,0,13.89,0.0,Clear,clear sky
300,19978,46.264,-119.59,2023-06-13 00:00:00,HANSEN_ROAD,True,NWCC,6289.0,305.67,304.98,1004,33,287.33,39,0.89,0.0,Clouds,scattered clouds
301,19979,46.084,-118.962,2023-06-14 00:00:00,HOVER_PARK,True,NWCC,528.0,300.43,300.22,1005,40,285.66,98,3.58,0.0,Clouds,overcast clouds
302,19980,47.231,-119.477,2023-06-14 00:00:00,DRUMHELLER,True,NWCC,929.0,302.09,300.59,1004,21,277.59,0,9.77,0.0,Clear,clear sky
303,19981,46.224,-120.151,2023-06-12 00:00:00,SOUTH_SATUS,True,NWCC,997.0,304.61,304.67,1010,40,289.39,0,2.06,0.0,Clear,clear sky
304,19991,36.574,-120.188,2023-06-18 00:00:00,SLOUGH,True,ONCC,560.0,310.31,309.58,1009,24,286.38,1,1.98,0.0,Clear,clear sky
305,19992,45.683,-118.746,2023-06-14 00:00:00,Mt_Hebron,True,NWCC,370.0,300.73,299.69,1007,23,277.76,0,13.38,0.0,Clear,clear sky
306,20003,33.897,-116.054,2023-06-10 00:00:00,GEOLOGY,False,ONCC,1088.0,303.61,301.77,1009,20,278.14,70,2.69,0.0,Clouds,broken clouds
307,20005,32.072,-109.615,2023-06-19 00:00:00,Baker,True,SWC,588.0,305.28,303.08,1008,16,276.32,78,7.37,0.0,Clouds,broken clouds
308,20013,30.353,-84.445,2023-06-08 00:00:00,Clear_Lake,True,SAC,5620.0,301.06,302.58,1007,61,292.85,20,2.57,0.0,Clouds,few clouds
309,20015,63.931,-149.148,2023-06-13 00:00:00,Ridgetop,True,ACC,246.0,285.78,284.22,1011,43,273.54,65,5.06,0.0,Clouds,broken clouds
310,20019,37.146,-113.366,2023-06-19 00:00:00,Dixie_Springs,True,GBC,614.0,306.48,304.17,1005,16,277.27,0,13.89,0.0,Clear,clear sky
311,20028,28.712,-80.98,2023-06-18 00:00:00,FRESHWATER,True,SAC,700.0,302.12,306.97,1011,76,297.46,82,2.24,0.0,Clouds,broken clouds
312,20031,39.873,-74.521,2023-06-19 00:00:00,Acorn_Hill,True,EACC,246.0,298.26,298.6,1012,68,291.94,20,2.06,0.0,Clouds,few clouds
313,20035,32.519,-105.612,2023-06-17 00:00:00,McGregor,False,SWC,678.0,303.67,301.74,1010,17,275.88,33,9.28,0.0,Clouds,scattered clouds
314,20036,31.808,-110.709,2023-06-16 00:00:00,OAK,False,SWC,3213.0,301.41,299.96,1008,7,263.53,12,6.21,0.0,Clouds,few clouds
315,20043,27.733,-81.947,2023-06-20 00:00:00,WATERHOLE,True,SAC,500.0,302.43,307.55,1015,75,297.54,70,1.34,0.0,Clouds,broken clouds
316,20044,48.08,-123.671,2023-06-19 00:00:00,SUTHERLAND,False,NWCC,108.0,283.83,282.65,1010,65,277.53,20,4.63,0.43,Rain,light rain
317,20045,46.079,-118.826,2023-06-19 00:00:00,OASIS,False,NWCC,4250.0,293.9,292.76,1006,28,274.75,97,7.87,0.0,Clouds,overcast clouds
318,20046,43.009,-115.207,2023-06-21 00:00:00,King_Hill,True,GBC,323.0,289.83,288.6,1019,40,276.18,61,5.42,0.1,Rain,light rain
319,20047,43.452,-116.148,2023-06-21 00:00:00,BLACK,True,GBC,562.0,288.28,286.89,1019,40,274.79,75,4.63,0.0,Clouds,broken clouds
320,20054,31.398,-110.239,2023-06-22 00:00:00,Wildhorse,True,SWC,747.0,304.93,302.8,1019,17,276.89,53,1.34,0.0,Clouds,broken clouds
321,20061,45.457,-118.769,2023-06-23 00:00:00,Stewart_Creek.,True,NWCC,375.0,298.4,297.66,1011,26,277.55,61,3.75,0.0,Clouds,broken clouds
322,20065,31.897,-110.374,2023-06-22 00:00:00,Post,True,SWC,912.0,305.92,303.62,1014,15,275.92,77,3.13,0.0,Clouds,broken clouds
323,20066,32.688,-112.474,2023-06-22 00:00:00,Goldwater,True,SWC,1220.0,309.83,307.23,1007,13,276.96,15,4.78,0.0,Clouds,few clouds
324,20074,46.194,-116.958,2023-06-24 00:00:00,Matson,True,NWCC,666.0,302.26,300.82,1011,24,279.65,97,3.1,0.46,Rain,light rain
325,20093,32.949,-99.124,2023-06-26 00:00:00,Clark,True,SAC,661.0,314.6,319.75,1007,31,294.05,76,2.61,0.0,Clouds,broken clouds
326,20114,31.573,-110.423,2023-06-27 00:00:00,WEST_HEMP,True,SWC,1098.0,309.61,306.79,1016,10,273.13,0,9.77,0.0,Clear,clear sky
327,20122,34.115,-78.204,2023-06-15 00:00:00,Pulp_Road,True,SAC,15642.0,299.1,299.1,1007,62,291.26,100,6.03,0.0,Clouds,overcast clouds
328,20151,33.709,-111.803,2023-06-28 00:00:00,Diamond,True,SWC,1960.0,310.24,307.2,1007,7,269.27,0,5.14,0.0,Clear,clear sky
329,20152,33.433,-105.059,2023-06-27 00:00:00,SUNSET_NORTH,True,SWC,690.0,309.57,306.97,1007,13,276.75,80,3.76,0.0,Clouds,broken clouds
330,20164,37.252,-104.693,2023-06-28 00:00:00,Titan,True,RMC,928.0,300.65,299.58,1005,21,276.4,18,6.61,0.0,Clouds,few clouds
331,20170,32.878,-108.233,2023-06-20 00:00:00,RICO,True,SWC,348.0,299.63,299.63,1004,19,274.16,50,1.79,0.0,Clouds,scattered clouds
332,20178,46.784,-120.472,2023-06-29 00:00:00,ROZA_CREEK,False,NWCC,717.0,304.2,303.13,1011,32,285.58,75,5.14,0.0,Clouds,broken clouds
333,20196,34.984,-79.561,2023-07-02 00:00:00,Scotland_Lake_Lane,True,SAC,797.0,300.12,304.22,1015,94,299.07,100,5.66,0.0,Rain,light rain
334,20213,32.791,-98.475,2023-06-28 00:00:00,Storage,True,SAC,950.0,313.09,315.73,1007,29,291.68,0,5.14,0.0,Clear,clear sky
